label,record_count_header,record_count_body,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26
M92A,10,10,-0.58984375,-0.549530029296875,0.9921875,0.496063232421875,0.447662353515625,0.50933837890625,-0.999969482421875,0.9921875,-0.509765625,0.0,-0.549530029296875,0.20703125,0.490234375,-0.4140625,0.496063232421875
M92B,7,7,-0.96337890625,-0.55218505859375,0.814453125,0.496063232421875,0.447662353515625,0.51715087890625,-0.999969482421875,0.34033203125,-0.509765625,0.0,-0.55218505859375,0.33984375,0.490234375,-0.4765625,0.496063232421875
M92C,6,6,-0.7265625,-0.5543212890625,0.658203125,0.49609375,0.447662353515625,0.52496337890625,-0.999969482421875,0.1357421875,-0.509765625,0.0,-0.5543212890625,0.1357421875,0.490234375,0.142578125,0.49609375
M92D,4,4,-0.93798828125,-0.5543212890625,0.142578125,0.49609375,0.447662353515625,0.53277587890625,-0.999969482421875,-0.03955078125,-0.509796142578125,0.0,-0.5543212890625,-0.93798828125,0.490264892578125,0.142578125,0.49609375
M92E,4,4,-0.99609375,-0.50982666015625,0.873046875,0.496063232421875,0.447662353515625,0.54058837890625,-0.999969482421875,-0.669921875,-0.50982666015625,0.0,0.0,-0.669921875,0.49017333984375,-0.2490234375,0.496063232421875
M92F,10,10,-0.9658203125,-0.5133056640625,0.978515625,0.496063232421875,0.447662353515625,0.54840087890625,-0.999969482421875,0.599609375,-0.509765625,0.0,0.0,0.599609375,0.490234375,-0.578125,0.496063232421875
M92G,3,3,-1.0,-0.544586181640625,0.7939453125,0.49609375,0.447662353515625,0.55621337890625,-0.999969482421875,-0.0068359375,-0.509796142578125,-1.0,-0.544586181640625,-0.0068359375,0.490203857421875,0.37548828125,0.49609375
M92H,3,3,-0.578125,-0.515655517578125,0.49609375,0.496063232421875,0.447662353515625,0.56402587890625,-0.999969482421875,0.474609375,-0.515533447265625,0.0,0.0,0.12109375,0.484527587890625,-0.578125,0.496063232421875
M92I,4,4,-0.7265625,-0.5133056640625,0.978515625,0.496063232421875,0.447662353515625,0.57183837890625,-0.999969482421875,0.599609375,-0.509765625,0.0,0.0,0.6005859375,0.490234375,-0.578125,0.496063232421875
M92J,3,3,-0.92578125,-0.5390625,0.6083984375,0.49609375,0.447662353515625,0.57965087890625,-0.999969482421875,-0.4580078125,-0.509765625,0.0,-0.5390625,-0.51953125,0.490234375,-0.92578125,0.49609375
M92K,2,2,-0.578125,-0.509796142578125,0.0,0.496063232421875,0.447662353515625,0.58746337890625,-0.999969482421875,-0.3115234375,-0.509796142578125,0.0,0.0,-0.3115234375,0.490203857421875,-0.578125,0.496063232421875
M92L,4,4,-0.8916015625,-0.545867919921875,0.642578125,0.49609375,0.447662353515625,0.59527587890625,-0.999969482421875,-0.771484375,-0.509765625,0.0,0.0,-0.771484375,0.490234375,-0.8916015625,0.49609375
M92M,3,3,-0.578125,-0.509765625,0.599609375,0.496063232421875,0.447662353515625,0.60308837890625,-0.999969482421875,0.599609375,-0.509765625,0.0,0.0,0.599609375,0.490234375,-0.578125,0.496063232421875
M92N,8,8,-0.9658203125,-0.512481689453125,0.98046875,0.49609375,0.447662353515625,0.61090087890625,-0.999969482421875,0.6015625,-0.509765625,0.0,0.0,0.599609375,0.490234375,0.1767578125,0.49609375
M92O,6,6,-0.962890625,-0.509765625,0.8095703125,0.496063232421875,0.447662353515625,0.61871337890625,-0.999969482421875,-0.962890625,-0.509765625,0.0,0.0,0.162109375,0.490234375,-0.2490234375,0.496063232421875
M92P,9,9,-1.0,-0.53961181640625,0.9765625,0.49609375,0.447662353515625,0.62652587890625,-0.999969482421875,0.77734375,-0.509796142578125,-1.0,-0.53961181640625,0.24609375,0.49029541015625,0.1767578125,0.49609375
M92Q,7,7,-0.998046875,-0.542724609375,0.8505859375,0.49609375,0.447662353515625,0.63433837890625,-0.999969482421875,-0.99609375,-0.509765625,-0.5,-0.542724609375,-0.998046875,0.490234375,0.37548828125,0.49609375
M92R,11,11,-0.9384765625,-0.51251220703125,0.490234375,0.496063232421875,0.447662353515625,0.64215087890625,-0.999969482421875,-0.310546875,-0.509796142578125,0.0,0.0,-0.3125,0.490203857421875,-0.578125,0.496063232421875
M92S,2,2,0.0,-0.509857177734375,0.642578125,0.49609375,0.447662353515625,0.64996337890625,-0.999969482421875,0.220703125,-0.509857177734375,0.0,0.0,0.220703125,0.490142822265625,0.642578125,0.49609375
M92T,5,5,-1.0,-0.53961181640625,0.12109375,0.496124267578125,0.447662353515625,0.65777587890625,-0.999969482421875,-0.310546875,-0.509796142578125,-1.0,-0.53961181640625,-0.3125,0.490203857421875,0.03955078125,0.496124267578125
M92U,2,2,-0.42578125,-0.509765625,0.77734375,0.49609375,0.447662353515625,0.66558837890625,-0.999969482421875,0.599609375,-0.509765625,0.0,0.0,0.77734375,0.490203857421875,-0.42578125,0.49609375
M92V,4,4,-1.0,-0.543670654296875,0.927734375,0.49609375,0.447662353515625,0.67340087890625,-0.999969482421875,-0.310546875,-0.509796142578125,-0.25,-0.53753662109375,-0.3125,0.490203857421875,-0.65869140625,0.49609375
M92W,2,2,-0.955078125,-0.5543212890625,0.33203125,0.49609375,0.447662353515625,0.68121337890625,-0.999969482421875,0.33203125,-0.509765625,0.0,-0.5543212890625,0.33203125,0.490234375,0.142578125,0.49609375
M92X,3,3,-0.8916015625,-0.509796142578125,0.77734375,0.49609375,0.447662353515625,0.68902587890625,-0.999969482421875,0.77734375,-0.509796142578125,0.0,0.0,0.599609375,0.490234375,0.1767578125,0.49609375
M92Y,3,3,-0.25,-0.50982666015625,0.1083984375,0.49609375,0.447662353515625,0.69683837890625,-0.999969482421875,-0.1953125,-0.509796142578125,0.0,0.0,-0.1953125,0.490203857421875,0.1083984375,0.49609375
M92Z,11,11,-0.984375,-0.513275146484375,0.677734375,0.4921875,0.447662353515625,0.70465087890625,-0.999969482421875,0.38134765625,-0.51055908203125,0.0,0.0,0.38134765625,0.48944091796875,0.3408203125,0.4921875
M92AL,2111,1,-0.69830322265625,-0.5,0.8116455078125,0.00579833984375,0.447662353515625,0.50933837890625,0.0101318359375,-0.49609375,-0.69830322265625,0.00579833984375,0.0,-0.5,-0.69830322265625,0.00189208984375,0.999237060546875
M92BL,1854,1,-0.79290771484375,-0.5,0.798248291015625,0.251861572265625,0.447662353515625,0.51715087890625,0.0101318359375,-0.49609375,-0.69830322265625,0.00579833984375,0.0,-0.5,-0.69830322265625,-0.49810791015625,-0.00421142578125
M92CL,2111,1,-0.70166015625,-0.375,0.791534423828125,0.501861572265625,0.447662353515625,0.52496337890625,0.0101318359375,-0.37109375,-0.70166015625,0.00579833984375,-0.244140625,-0.36932373046875,-0.70166015625,-0.62310791015625,-0.998687744140625
M92DL,2623,1,-0.69830322265625,-0.5,0.784820556640625,0.751861572265625,0.447662353515625,0.53277587890625,0.0101318359375,-0.49609375,-0.69830322265625,0.00579833984375,0.0,-0.5,-0.69830322265625,-0.74810791015625,0.001312255859375
M92EL,1343,1,0.0,0.0,0.804962158203125,0.50579833984375,0.447662353515625,0.54058837890625,0.0101318359375,-0.24609375,-0.60101318359375,0.00579833984375,0.0,-0.25,-0.60101318359375,-0.62310791015625,-0.998687744140625
M92FL,2878,1,-0.70166015625,-0.49420166015625,0.778106689453125,0.00579833984375,0.447662353515625,0.54840087890625,0.0101318359375,-0.24609375,-0.70166015625,0.00579833984375,0.796905517578125,-0.49420166015625,-0.70166015625,-0.49810791015625,-0.00421142578125
M92GL,1343,1,-0.69830322265625,-0.5,0.0,0.75579833984375,0.447662353515625,0.55621337890625,0.0101318359375,-0.49609375,-0.69830322265625,0.00579833984375,0.0,-0.5,-0.69830322265625,0.75189208984375,0.99237060546875
M92HL,1087,1,0.0,-1.0,0.10040283203125,0.00579833984375,0.447662353515625,0.56402587890625,0.0101318359375,-0.99609375,0.10040283203125,0.00579833984375,0.0,-0.5,0.10040283203125,-0.74810791015625,0.25164794921875
M92IL,1855,1,0.0,0.00579833984375,0.98895263671875,0.50189208984375,0.447662353515625,0.57183837890625,0.0101318359375,0.50390625,0.798248291015625,0.00579833984375,0.0,0.0,0.798248291015625,0.25189208984375,0.7489013671875
M92JL,1087,1,-0.6014404296875,-0.75,0.0,0.00579833984375,0.447662353515625,0.57965087890625,0.0101318359375,-0.74609375,-0.60052490234375,0.00579833984375,0.0,-0.75,-0.6014404296875,-0.49810791015625,0.997955322265625
M92KL,831,1,0.0,0.0,0.180938720703125,0.5,0.447662353515625,0.58746337890625,0.0101318359375,0.00390625,0.180938720703125,0.00579833984375,0.0,0.5,0.180938720703125,-0.62310791015625,-0.998687744140625
M92LL,2367,1,-0.70166015625,-0.25,0.0,0.00579833984375,0.447662353515625,0.59527587890625,0.0101318359375,-0.24609375,-0.70166015625,0.00579833984375,0.0,-0.5,-0.70166015625,-0.49810791015625,0.001312255859375
M92ML,1343,1,-0.701629638671875,-0.49420166015625,0.0,0.00579833984375,0.447662353515625,0.60308837890625,0.0101318359375,0.00390625,-0.701629638671875,0.00579833984375,0.0,-0.5,-0.70166015625,-0.49810791015625,0.001312255859375
M92NL,2111,1,-0.69830322265625,-0.5,0.784820556640625,0.00579833984375,0.447662353515625,0.61090087890625,0.0101318359375,-0.49609375,-0.69830322265625,0.00579833984375,0.0,-0.5,-0.69830322265625,-0.74810791015625,0.001312255859375
M92OL,2111,1,-0.70166015625,-0.5,0.0,0.00579833984375,0.447662353515625,0.61871337890625,0.0101318359375,-0.49609375,-0.70166015625,0.00579833984375,-0.587158203125,-0.49420166015625,-0.70166015625,-0.74810791015625,0.001312255859375
M92PL,2110,1,-0.69830322265625,-0.5,0.0,0.00189208984375,0.447662353515625,0.62652587890625,0.0101318359375,-0.49609375,-0.69830322265625,-0.49420166015625,-0.607757568359375,-0.49420166015625,-0.69830322265625,-0.49810791015625,-0.00421142578125
M92QL,1086,1,-0.69830322265625,-0.5,0.0,0.00579833984375,0.447662353515625,0.63433837890625,0.0101318359375,-0.49609375,-0.69830322265625,0.00579833984375,0.0,-0.5,-0.69830322265625,0.00189208984375,-0.01104736328125
M92RL,2623,1,-0.6949462890625,-0.998138427734375,0.778106689453125,0.00579833984375,0.447662353515625,0.64215087890625,0.0101318359375,-0.49609375,-0.6949462890625,0.00579833984375,0.0,-0.5,-0.6949462890625,-0.74810791015625,0.001312255859375
M92SL,1343,1,-0.765472412109375,-1.0,0.784820556640625,0.00189208984375,0.447662353515625,0.64996337890625,0.0101318359375,-0.49609375,-0.69158935546875,0.00579833984375,0.0,-1.0,-0.69158935546875,-0.74810791015625,0.892913818359375
M92TL,1343,1,-0.99688720703125,-0.998138427734375,0.0,0.00189208984375,0.447662353515625,0.65777587890625,0.0101318359375,-0.49609375,-0.70166015625,0.00579833984375,0.0,-0.5,-0.70166015625,-0.49810791015625,0.001312255859375
M92UL,1086,1,-0.70166015625,-0.5,0.0,0.00579833984375,0.447662353515625,0.66558837890625,0.0101318359375,-0.49609375,-0.70166015625,0.00579833984375,0.0,-0.5,-0.70166015625,0.00189208984375,-0.01104736328125
M92VL,1598,1,-0.70166015625,-0.99420166015625,0.0,-0.49810791015625,0.447662353515625,0.67340087890625,0.0101318359375,-0.49609375,-0.70166015625,0.00579833984375,0.0,-0.5,-0.70166015625,-0.99810791015625,-0.00421142578125
M92WL,1599,1,-0.90631103515625,-0.5,0.0,0.00579833984375,0.447662353515625,0.68121337890625,0.0101318359375,-0.49609375,-0.69830322265625,0.00579833984375,0.0,-0.5,-0.69830322265625,-0.74810791015625,0.001312255859375
M92XL,1086,1,-0.69830322265625,-0.99810791015625,0.98895263671875,0.00189208984375,0.447662353515625,0.68902587890625,0.0101318359375,-0.49609375,-0.69830322265625,0.00579833984375,0.98895263671875,-0.49420166015625,-0.69830322265625,0.00189208984375,-0.01104736328125
M92YL,831,1,-0.644622802734375,-0.5,0.0,0.00579833984375,0.447662353515625,0.69683837890625,0.0101318359375,-0.49609375,-0.644622802734375,0.00579833984375,0.0,-0.5,-0.644622802734375,-0.74810791015625,0.001312255859375
M92ZL,2367,1,-0.703155517578125,-0.75,0.814361572265625,0.75,0.447662353515625,0.70465087890625,0.0101318359375,0.81640625,-0.69097900390625,0.00579833984375,0.0,0.8125,-0.703155517578125,0.75189208984375,0.9976806640625
M920,3,3,-0.71875,-0.5218505859375,0.5390625,0.49603271484375,0.447662353515625,0.37652587890625,-0.999969482421875,0.537109375,-0.51593017578125,0.0,0.0,0.5390625,0.48406982421875,-0.1845703125,0.49603271484375
M921,7,7,-0.88671875,-0.514739990234375,0.935546875,0.49609375,0.447662353515625,0.38433837890625,-0.999969482421875,-0.0048828125,-0.510589599609375,0.0,0.0,-0.88671875,0.489471435546875,0.50048828125,0.49609375
M922,10,10,-0.982421875,-0.517364501953125,0.87109375,0.496063232421875,0.447662353515625,0.39215087890625,-0.999969482421875,-0.44580078125,-0.51055908203125,0.0,0.0,-0.44580078125,0.48944091796875,-0.591796875,0.496063232421875
M923,3,3,-0.517578125,-0.5106201171875,0.87841796875,0.496063232421875,0.447662353515625,0.39996337890625,-0.999969482421875,0.8779296875,-0.5106201171875,-0.5,0.459320068359375,0.87841796875,0.4893798828125,0.611328125,0.496063232421875
M924,9,9,-0.984375,-0.514129638671875,0.7373046875,0.49609375,0.447662353515625,0.40777587890625,-0.999969482421875,-0.4453125,-0.51055908203125,0.0,0.0,-0.4462890625,0.48944091796875,0.50048828125,0.49609375
M925,11,11,-0.966796875,-0.514068603515625,0.787109375,0.496063232421875,0.447662353515625,0.41558837890625,-0.999969482421875,-0.9658203125,-0.51055908203125,0.0,0.0,-0.966796875,0.48944091796875,-0.6884765625,0.496063232421875
M926,8,8,-0.9921875,-0.529815673828125,0.880859375,0.49609375,0.447662353515625,0.42340087890625,-0.999969482421875,-0.6318359375,-0.5103759765625,0.0,0.0,-0.6318359375,0.4896240234375,0.35595703125,0.49609375
M927,15,15,-0.966796875,-0.5133056640625,0.931640625,0.496063232421875,0.447662353515625,0.43121337890625,-0.999969482421875,-0.966796875,-0.51055908203125,0.0,0.0,-0.9658203125,0.48944091796875,-0.6884765625,0.496063232421875
M928,11,11,-0.966796875,-0.512725830078125,0.97265625,0.49609375,0.447662353515625,0.43902587890625,-0.999969482421875,-0.966796875,-0.51055908203125,0.0,0.0,-0.9658203125,0.48944091796875,0.35595703125,0.49609375
M929,1,1,-0.3359375,-0.513702392578125,-0.2578125,0.49237060546875,0.447662353515625,0.44683837890625,-0.999969482421875,-0.2578125,-0.513702392578125,-0.3359375,0.49237060546875,-0.2578125,0.486297607421875,-0.3359375,0.49237060546875
M92-,5,5,-0.953125,-0.537506103515625,0.875,0.47503662109375,0.447662353515625,0.35308837890625,-0.999969482421875,-0.921875,-0.5255126953125,-0.5625,-0.525115966796875,0.359375,0.47503662109375,-0.5625,0.474884033203125
M92PERID,-9216,7,-0.671875,-0.550750732421875,0.75,0.4788818359375,0.447662353515625,0.62652587890625,0.642730712890625,0.533477783203125,-0.999969482421875,0.75,-0.5250244140625,-0.671875,-0.51873779296875,0.734375,0.4788818359375
M92COMMA,-24288,9,-1.0,-0.545989990234375,0.94921875,0.492950439453125,0.447662353515625,0.52496337890625,0.603973388671875,0.510162353515625,-0.999969482421875,-0.34375,-0.52484130859375,0.875,-0.525299072265625,-0.34375,0.47515869140625
M92COLN,8204,1,0.0,-0.805908203125,0.015625,0.2265625,0.447662353515625,0.52496337890625,0.596160888671875,0.01019287109375,0.00390625,-0.4295654296875,0.0057373046875,-0.805908203125,0.005767822265625,-0.4295654296875,-0.2481689453125
M92SEMI,-32753,1,0.0,-0.298828125,0.25567626953125,0.74957275390625,0.447662353515625,0.64996337890625,0.603668212890625,0.010040283203125,0.00390625,0.01025390625,0.255767822265625,0.74957275390625,0.001922607421875,0.54193115234375,0.751861572265625
M92APOST,2176,13,-0.875,-0.52606201171875,0.8515625,0.49591064453125,0.447662353515625,0.50933837890625,0.61962890625,0.658782958984375,-0.999969482421875,-0.2578125,-0.517181396484375,-0.021484375,0.494873046875,-0.26171875,0.484466552734375
M92QUOTE,0,5,0.0,0.0,0.800018310546875,0.49609375,0.447662353515625,0.63433837890625,0.619781494140625,0.5416259765625,-0.999969482421875,0.0,0.0,0.0,0.0,0.0,0.0
MAIN,1792,1,-0.300018310546875,-0.79498291015625,0.399993896484375,0.3984375,0.510162353515625,0.611602783203125,0.010162353515625,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAINc,2816,1,0.0,-0.794952392578125,0.399993896484375,0.3984375,0.510162353515625,0.611602783203125,0.010833740234375,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAINa,768,1,-1.0,0.0,0.0,0.001922607421875,0.510162353515625,0.611602783203125,0.010772705078125,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAINl,1280,1,0.0,-0.794952392578125,0.79998779296875,0.806610107421875,0.510162353515625,0.611602783203125,0.0111083984375,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAINf,2304,1,0.0,0.001922607421875,0.75,0.400360107421875,0.510162353515625,0.611602783203125,0.01092529296875,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAIN0,2816,1,0.0,0.001922607421875,0.75,0.400360107421875,0.510162353515625,0.611602783203125,0.00927734375,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAIN9,1792,1,0.0,-0.3984375,0.79998779296875,0.806610107421875,0.510162353515625,0.611602783203125,0.009552001953125,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAIN2,1024,1,-0.600006103515625,-0.39654541015625,0.0,0.4002685546875,0.510162353515625,0.611602783203125,0.00933837890625,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAIN,2304,1,-1.0,0.001922607421875,0.399993896484375,0.400360107421875,0.510162353515625,0.611602783203125,0.00921630859375,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAINd,1536,1,0.0,-0.3984375,0.5999755859375,0.001861572265625,0.510162353515625,0.611602783203125,0.0108642578125,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAINw,3072,1,-0.4000244140625,-0.79498291015625,0.399993896484375,0.3984375,0.510162353515625,0.611602783203125,0.011444091796875,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAINg,20041,0,,,,,0.510162353515625,0.611602783203125,,,,,,,,,
